"","gene_name","homolog","p"
"415","Ha412HOChr00c04058g0868021","AT4G25680",1.76e-13
"416","Ha412HOChr00c04062g0868031","AT5G23660",1.65e-78
"417","Ha412HOChr00c04095g0868051","AT2G42490",7.31e-115
"418","Ha412HOChr00c04181g0868081","AT5G61480",2.34e-130
"419","Ha412HOChr00c04196g0868091","AT1G32490",1.13e-29
"420","Ha412HOChr00c04203g0868111","AT5G51230",9.56e-19
"421","Ha412HOChr00c04212g0868121","AT3G06440",1.99e-65
"422","Ha412HOChr00c04232g0868131","AT5G51230",1.33e-20
"423","Ha412HOChr00c04234g0868151","AT5G48100",6.98e-51
"424","Ha412HOChr00c04237g0868161","AT4G38060",4.66e-14
"425","Ha412HOChr00c04267g0868171","AT2G33030",2.27e-13
"426","Ha412HOChr00c04296g0868191","AT2G17260",4.05e-12
"427","Ha412HOChr00c04357g0868201","AT5G12330",1.47e-26
"428","Ha412HOChr00c04385g0868221","AT2G23100",1.61e-23
"429","Ha412HOChr00c04436g0868231","AT5G63390",2.62e-50
"430","Ha412HOChr00c04482g0868251","AT4G25170",1.2e-19
"431","Ha412HOChr00c04516g0868271","AT4G28720",0
"432","Ha412HOChr00c04570g0868281","AT3G09850",9.44e-49
"433","Ha412HOChr00c04571g0868291","AT1G64860",2.15e-19
"434","Ha412HOChr00c04575g0868301","AT4G26090",3.8e-06
"435","Ha412HOChr00c04607g0868311","AT5G36130",1.53e-49
"436","Ha412HOChr00c04625g0868321","AT4G16765",3.26e-17
"437","Ha412HOChr00c04636g0868331","AT4G00755",1.6e-23
"438","Ha412HOChr00c04767g0868341","AT4G25600",1.31e-16
"439","Ha412HOChr00c04796g0868361","AT3G06990",1.6e-07
"440","Ha412HOChr00c04847g0868381","AT3G59140",2.85e-154
"441","Ha412HOChr00c04858g0868391","AT5G51300",5.24e-50
"442","Ha412HOChr00c04916g0868421","AT2G25140",1.96e-54
"443","Ha412HOChr00c04931g0868441","AT2G40780",5.11e-26
"444","Ha412HOChr00c04932g0868451","AT3G52380",5.1e-06
"445","Ha412HOChr00c04944g0868461","AT3G17900",2.2e-33
"446","Ha412HOChr00c04984g0868481","AT5G52160",3.71e-16
"447","Ha412HOChr00c04986g0868491","ATCG00300",2.21e-32
"448","Ha412HOChr00c05023g0868531","AT2G38290",5.58e-47
"449","Ha412HOChr00c05122g0868541","AT2G18570",3.51e-81
"450","Ha412HOChr00c05143g0868561","AT1G13440",1.07e-69
"451","Ha412HOChr00c05151g0868571","AT5G07350",2.48e-60
"452","Ha412HOChr00c05156g0868581","AT3G04120",3.51e-70
"453","Ha412HOChr00c05184g0868591","AT5G62020",3.86e-75
"454","Ha412HOChr00c05200g0868601","AT4G32810",5.27e-74
"455","Ha412HOChr00c05204g0868611","AT2G33040",1.04e-20
"456","Ha412HOChr00c05213g0868621","ATCG00280",4.44e-56
"457","Ha412HOChr00c05243g0868641","AT4G00755",5.83e-51
"458","Ha412HOChr00c05418g0868681","AT5G62170",8.24e-35
"459","Ha412HOChr00c05490g0868691","AT4G00750",5.76e-85
"460","Ha412HOChr00c05505g0868701","AT5G11090",1.49e-49
"461","Ha412HOChr00c05550g0868721","AT4G00490",2.19e-14
"462","Ha412HOChr00c05556g0868731","AT5G51690",7.38e-79
"463","Ha412HOChr00c05603g0868741","AT3G61415",6e-09
"464","Ha412HOChr00c05607g0868751","AT5G40320",3.19e-23
"465","Ha412HOChr00c05634g0868761","AT3G59140",3.34e-78
"466","Ha412HOChr00c05700g0868771","AT1G62850",1.5e-18
"467","Ha412HOChr00c05708g0868781","AT1G62590",2.28e-35
"468","Ha412HOChr00c05736g0868791","AT1G29400",2.02e-27
"469","Ha412HOChr00c05826g0868811","AT1G13750",2.2e-35
"470","Ha412HOChr00c05854g0868821","AT2G11520",2.42e-31
"471","Ha412HOChr00c05878g0868841","AT5G17210",8.48e-17
"472","Ha412HOChr00c05884g0868851","AT4G02180",1.65e-12
"473","Ha412HOChr00c05923g0868871","AT5G23960",1.16e-37
"474","Ha412HOChr00c05927g0868881","AT5G05260",4.31e-29
"475","Ha412HOChr00c05950g0868891","AT2G40770",1.11e-42
"476","Ha412HOChr00c05987g0868901","AT5G05220",1.7e-08
"477","Ha412HOChr00c05999g0868911","AT1G53440",8.31e-20
"478","Ha412HOChr00c06091g0868921","AT5G23910",5.2e-36
"479","Ha412HOChr00c06137g0868981","AT5G20280",4.7e-30
"480","Ha412HOChr00c06258g0868991","AT2G31890",3.3e-135
"481","Ha412HOChr00c06333g0869031","AT2G26700",7.48e-49
"482","Ha412HOChr00c06407g0869051","AT5G23660",1.65e-43
"483","Ha412HOChr00c06415g0869061","AT2G39940",1.31e-120
"484","Ha412HOChr00c06420g0869071","AT5G57480",1.45e-172
"485","Ha412HOChr00c06457g0869091","AT5G24010",5.42e-109
"486","Ha412HOChr00c06465g0869101","AT5G20080",5.09e-33
"487","Ha412HOChr00c06484g0869121","AT1G10040",1.16e-69
"488","Ha412HOChr00c06542g0869141","AT5G20920",2.91e-50
"489","Ha412HOChr00c06600g0869151","AT3G47420",1.58e-127
"490","Ha412HOChr00c06605g0869161","AT4G30210",2.44e-81
"491","Ha412HOChr00c06645g0869181","AT4G39950",4.35e-27
"492","Ha412HOChr00c06734g0869191","AT2G38290",5.34e-80
"493","Ha412HOChr00c06804g0869221","AT5G52120",5.39e-47
"494","Ha412HOChr00c06819g0869231","AT4G39950",4.35e-27
"495","Ha412HOChr00c06937g0869261","AT5G14230",7.86e-50
"496","Ha412HOChr00c06949g0869271","AT4G28080",3.68e-75
"497","Ha412HOChr00c06976g0869281","AT5G14230",3.06e-66
"498","Ha412HOChr00c06996g0869311","AT3G56060",2.32e-38
"499","Ha412HOChr00c07026g0869321","AT2G35670",4.5e-24
"500","Ha412HOChr00c07027g0869331","AT5G54860",3.6e-73
"501","Ha412HOChr00c07044g0869341","AT1G12580",1.33e-102
"502","Ha412HOChr00c07057g0869351","AT5G11060",5.2e-27
"503","Ha412HOChr00c07095g0869361","AT1G04645",1.65e-08
"504","Ha412HOChr00c07215g0869391","AT4G32010",7.1e-12
"505","Ha412HOChr00c07224g0869401","AT2G12400",2.7e-12
"506","Ha412HOChr00c07233g0869411","AT4G25660",1.88e-33
"507","Ha412HOChr00c07252g0869431","AT5G51230",2.05e-23
"508","Ha412HOChr00c07261g0869441","AT1G53240",1.03e-51
"509","Ha412HOChr00c07312g0869451","AT1G64390",3.5e-41
"510","Ha412HOChr00c07378g0869471","AT1G53210",1.81e-74
"511","Ha412HOChr00c07530g0869531","AT1G11340",8.77e-12
"512","Ha412HOChr00c07586g0869541","AT2G26695",5.76e-52
"513","Ha412HOChr00c07613g0869551","AT5G52920",2.38e-32
"514","Ha412HOChr00c07658g0869561","AT4G23340",1.08e-87
"515","Ha412HOChr00c07678g0869581","AT4G13750",5.13e-45
"516","Ha412HOChr00c07718g0869601","AT4G30160",3.4e-45
"517","Ha412HOChr00c07769g0869621","AT1G21170",1.08e-58
"518","Ha412HOChr00c07792g0869631","AT5G43230",5.6e-26
"519","Ha412HOChr00c07800g0869641","AT4G36950",3.16e-16
"520","Ha412HOChr00c07807g0869651","AT5G54860",4.51e-48
"521","Ha412HOChr00c07900g0869681","AT3G04120",5.88e-95
"522","Ha412HOChr00c07933g0869701","AT1G22060",2.37e-29
"523","Ha412HOChr00c07985g0869731","AT3G16890",2.34e-89
"524","Ha412HOChr00c08041g0869741","AT2G27660",2.59e-16
"525","Ha412HOChr00c08050g0869751","AT2G15580",2.82e-23
"526","Ha412HOChr00c08128g0869771","AT5G49650",3.22e-109
"527","Ha412HOChr00c08136g0869781","AT5G63140",5.44e-69
"528","Ha412HOChr00c08154g0869791","AT5G57660",4.72e-35
"529","Ha412HOChr00c08221g0869801","AT1G13570",3.6e-12
"530","Ha412HOChr00c08284g0869841","AT3G20040",3.28e-43
"531","Ha412HOChr00c08309g0869851","AT5G07240",1.09e-26
"532","Ha412HOChr00c08496g0869931","AT1G52150",7.26e-76
"533","Ha412HOChr00c08541g0869941","AT2G27150",9.53e-39
"534","Ha412HOChr00c08612g0869951","AT5G53110",3.92e-19
"535","Ha412HOChr00c08676g0869971","AT5G65730",6e-54
"536","Ha412HOChr00c08685g0869981","AT1G34480",2.11e-09
"537","Ha412HOChr00c08720g0869991","AT2G45510",4.38e-20
"538","Ha412HOChr00c08748g0870001","AT1G09960",5.39e-32
"539","Ha412HOChr00c08940g0870051","AT5G22355",3.63e-12
"540","Ha412HOChr00c08944g0870061","AT5G60900",2.83e-24
"541","Ha412HOChr00c08972g0870071","AT1G19880",1.71e-20
"542","Ha412HOChr00c09044g0870081","AT5G57320",5.81e-43
"543","Ha412HOChr00c09089g0870091","AT5G23980",7.58e-56
"544","Ha412HOChr00c09115g0870101","AT4G25130",2.29e-38
"545","Ha412HOChr00c09132g0870111","AT5G63380",2.6e-47
"546","Ha412HOChr00c09215g0870141","AT1G50450",2.38e-22
"547","Ha412HOChr00c09339g0870171","AT5G47580",1.15e-21
"548","Ha412HOChr00c09357g0870181","AT5G62090",5.05e-16
"549","Ha412HOChr00c09488g0870191","AT5G61480",9.25e-90
"550","Ha412HOChr00c09492g0870201","AT5G56420",3.68e-16
"551","Ha412HOChr00c09528g0870211","AT5G07350",1.34e-50
"552","Ha412HOChr00c09536g0870221","AT2G40770",3.18e-07
"553","Ha412HOChr00c09623g0870241","AT1G67580",4.72e-23
"554","Ha412HOChr00c09689g0870251","AT2G35340",6.13e-10
"555","Ha412HOChr00c09718g0870271","AT1G17240",3.26e-37
"556","Ha412HOChr00c09723g0870281","AT5G37340",1.28e-23
"557","Ha412HOChr00c09785g0870301","AT2G18790",1.18e-40
"558","Ha412HOChr00c09849g0870311","AT1G15860",8.05e-20
"559","Ha412HOChr00c09991g0870321","AT4G11470",1.51e-20
"560","Ha412HOChr00c10241g0870361","AT2G40770",2.71e-26
"561","Ha412HOChr00c10278g0870371","AT3G14900",2.07e-75
"562","Ha412HOChr00c10290g0870381","AT5G11620",8.45e-26
"563","Ha412HOChr00c10375g0870391","AT5G65850",3.75e-06
"564","Ha412HOChr00c10376g0870401","AT2G34930",3.81e-26
"565","Ha412HOChr00c10392g0870411","AT5G25400",2.2e-138
"566","Ha412HOChr00c10463g0870431","AT2G23100",7.77e-27
"567","Ha412HOChr00c10545g0870471","AT1G17240",1.46e-74
"568","Ha412HOChr00c10546g0870481","AT2G43240",5.71e-26
"569","Ha412HOChr00c10613g0870491","AT4G24560",3.16e-46
"570","Ha412HOChr00c10702g0870511","AT2G34930",1.05e-24
"571","Ha412HOChr00c10709g0870521","AT3G03450",5.11e-12
"572","Ha412HOChr00c10778g0870541","AT5G20960",1.26e-84
"573","Ha412HOChr00c10815g0870551","AT2G40890",9.4e-116
"574","Ha412HOChr00c10908g0870561","AT3G06130",6.02e-18
"575","Ha412HOChr00c10987g0870571","AT4G01350",7.83e-12
"576","Ha412HOChr00c11021g0870581","AT1G10417",2.99e-29
"577","Ha412HOChr00c11022g0870591","AT1G30840",5.14e-18
"578","Ha412HOChr00c11051g0870601","AT5G49290",1.74e-15
"579","Ha412HOChr00c11114g0870611","AT5G20080",3.47e-47
"580","Ha412HOChr00c11177g0870641","AT5G52870",3.76e-16
"581","Ha412HOChr00c11220g0870651","AT1G73140",1.87e-26
"582","Ha412HOChr00c11299g0870661","AT3G24790",1.65e-09
"583","Ha412HOChr00c11341g0870671","AT5G49360",2.12e-61
"584","Ha412HOChr00c11389g0870681","AT4G12080",1.29e-64
"585","Ha412HOChr00c11470g0870691","AT2G04680",1.66e-08
"586","Ha412HOChr00c11484g0870701","AT5G14210",1.24e-60
"587","Ha412HOChr00c11565g0870721","AT5G23980",3.55e-48
"588","Ha412HOChr00c11567g0870731","AT5G07350",4.49e-38
"589","Ha412HOChr00c11569g0870741","AT5G61800",1.52e-12
"590","Ha412HOChr00c11601g0870751","AT3G21110",4.86e-33
"591","Ha412HOChr00c11714g0870791","AT1G53300",3.49e-25
"592","Ha412HOChr00c11740g0870801","AT2G06990",2.43e-30
"593","Ha412HOChr00c11765g0870811","AT2G32760",2.06e-23
"594","Ha412HOChr00c11788g0870821","AT2G01570",2.78e-17
"595","Ha412HOChr00c11893g0870831","AT4G10955",5.75e-36
"596","Ha412HOChr00c11979g0870841","AT2G36870",4.73e-71
"597","Ha412HOChr00c12005g0870851","AT3G13060",8.96e-17
"598","Ha412HOChr00c12046g0870861","AT2G39750",4.62e-55
"599","Ha412HOChr00c12083g0870871","AT4G23030",6.89e-99
"600","Ha412HOChr00c12145g0870881","AT5G51560",1.07e-28
"601","Ha412HOChr00c12148g0870891","AT2G24100",2.82e-13
"602","Ha412HOChr00c12214g0870911","AT3G04120",7.71e-61
"603","Ha412HOChr00c12226g0870921","AT4G23030",2.67e-51
"604","Ha412HOChr00c12355g0870951","AT2G23100",3.11e-18
"605","Ha412HOChr00c12508g0870981","AT4G33440",2.73e-29
"606","Ha412HOChr00c12535g0870991","AT2G34930",8.76e-30
"607","Ha412HOChr00c12631g0871011","AT5G12470",8.59e-32
"608","Ha412HOChr00c12722g0871041","AT1G27210",2.81e-21
"609","Ha412HOChr00c12926g0871081","AT3G11280",4e-13
"610","Ha412HOChr00c12969g0871111","AT2G45950",4.13e-21
"611","Ha412HOChr00c12982g0871131","AT5G62630",4.68e-75
"612","Ha412HOChr00c13151g0871171","AT5G20380",8.89e-22
"613","Ha412HOChr00c13173g0871181","AT4G10790",1.15e-12
"614","Ha412HOChr00c13208g0871191","AT2G23100",2.69e-10
"615","Ha412HOChr00c13267g0871201","AT1G15690",2.73e-30
"616","Ha412HOChr00c13323g0871211","AT4G16250",1.27e-118
"617","Ha412HOChr00c13463g0871231","AT4G25160",1.56e-54
"618","Ha412HOChr00c13492g0871241","AT1G53210",1.09e-44
"619","Ha412HOChr00c13494g0871251","AT1G12420",8.25e-81
"620","Ha412HOChr00c13498g0871271","AT5G20920",3.8e-46
"621","Ha412HOChr00c13548g0871281","AT2G28270",6.46e-08
"622","Ha412HOChr00c13590g0871291","AT3G09920",6.04e-71
"623","Ha412HOChr00c13606g0871301","AT3G51280",4.74e-17
"624","Ha412HOChr00c13757g0871321","AT4G04570",2.02e-28
"625","Ha412HOChr00c13775g0871331","AT4G04570",2.02e-28
"626","Ha412HOChr00c13790g0871341","AT5G06050",1.85e-48
"627","Ha412HOChr00c13892g0871371","AT4G25610",9.81e-40
"628","Ha412HOChr00c13967g0871401","AT2G24100",2.06e-14
"629","Ha412HOChr00c13995g0871411","AT4G36950",6.69e-40
"630","Ha412HOChr00c14033g0871421","AT5G12470",1.77e-29
"631","Ha412HOChr00c14062g0871431","AT5G25400",5.21e-21
"632","Ha412HOChr00c14109g0871441","AT2G07170",1.01e-58
"633","Ha412HOChr00c14167g0871451","AT5G41790",3.3e-14
"634","Ha412HOChr00c14352g0871501","AT2G14750",4.1e-16
"635","Ha412HOChr00c14357g0871511","AT5G47620",1.76e-32
"636","Ha412HOChr00c14377g0871531","AT4G28440",4.46e-30
"637","Ha412HOChr00c14453g0871541","AT2G27150",2.05e-52
"638","Ha412HOChr00c14472g0871551","AT5G52660",1.32e-31
"639","Ha412HOChr00c14563g0871591","AT3G06330",1.54e-16
"640","Ha412HOChr00c14580g0871601","AT5G07350",2.24e-51
"641","Ha412HOChr00c14636g0871621","AT1G12570",7.08e-50
"642","Ha412HOChr00c14667g0871631","AT2G02880",1.55e-28
"643","Ha412HOChr00c14703g0871641","AT1G50120",9.99e-40
"644","Ha412HOChr00c14730g0871681","AT5G62150",9.72e-27
"645","Ha412HOChr00c14772g0871701","AT3G26020",1.99e-40
"646","Ha412HOChr00c14807g0871721","AT5G25380",5.21e-31
"647","Ha412HOChr00c14875g0871731","AT2G27660",6.21e-15
"648","Ha412HOChr00c14929g0871741","AT2G23060",5.26e-77
"649","Ha412HOChr00c15105g0871771","AT5G25350",5.52e-35
"650","Ha412HOChr00c15108g0871781","AT5G20080",6.54e-39
"651","Ha412HOChr00c15259g0871791","AT5G62190",8.94e-37
"652","Ha412HOChr00c15269g0871801","AT5G16850",2.35e-26
"653","Ha412HOChr00c15285g0871811","AT5G61780",7.59e-26
"654","Ha412HOChr00c15370g0871831","AT1G12520",1.9e-26
"655","Ha412HOChr00c15456g0871851","AT5G50400",2.51e-87
"656","Ha412HOChr00c15594g0871861","AT5G52630",1.21e-99
"657","Ha412HOChr00c15743g0871891","AT5G50920",4.21e-19
"658","Ha412HOChr00c15760g0871901","AT5G12460",3.82e-16
"659","Ha412HOChr00c15770g0871911","AT4G17250",3.19e-19
"660","Ha412HOChr00c15908g0871941","AT4G32940",1.67e-32
"661","Ha412HOChr00c15954g0871951","AT4G25160",3.44e-14
"662","Ha412HOChr00c15975g0871961","AT4G29720",2.14e-14
"663","Ha412HOChr00c16083g0871971","AT1G27520",5.26e-51
"664","Ha412HOChr00c16156g0871981","AT5G61800",7.69e-09
"665","Ha412HOChr00c16209g0872011","AT1G52150",1.3e-52
"666","Ha412HOChr00c16290g0872041","AT5G04895",8.53e-31
"667","Ha412HOChr00c16337g0872051","AT2G18110",4.85e-33
"668","Ha412HOChr00c16406g0872081","AT5G18750",3.62e-08
"669","Ha412HOChr00c16545g0872111","AT2G02880",2.81e-14
"670","Ha412HOChr00c16746g0872141","AT5G61390",1.4e-15
"671","Ha412HOChr00c16750g0872151","AT1G14920",2.56e-26
"672","Ha412HOChr00c16775g0872161","AT5G63380",1.52e-36
"673","Ha412HOChr00c16800g0872171","AT5G61480",3.84e-52
"674","Ha412HOChr00c16854g0872181","AT3G16340",8.83e-27
"675","Ha412HOChr00c16905g0872211","AT3G20040",2.16e-16
"676","Ha412HOChr00c16911g0872221","AT5G51230",5.68e-22
"677","Ha412HOChr00c16919g0872231","AT2G19120",1.03e-63
"678","Ha412HOChr00c16965g0872271","AT1G26500",9.53e-46
"679","Ha412HOChr00c17308g0872321","AT5G50380",6.67e-06
"680","Ha412HOChr00c17392g0872351","AT4G28080",1.43e-37
"681","Ha412HOChr00c17398g0872361","AT2G26350",2.9e-28
"682","Ha412HOChr00c17415g0872371","AT5G11300",9.67e-50
"683","Ha412HOChr00c17418g0872381","AT3G18960",5.52e-06
"684","Ha412HOChr00c17500g0872391","AT5G41800",5.83e-51
"685","Ha412HOChr00c17613g0872401","AT3G56150",5.69e-59
"686","Ha412HOChr00c17860g0872431","AT1G76810",1.02e-20
"687","Ha412HOChr00c17932g0872451","AT5G49470",2.11e-27
"688","Ha412HOChr00c18024g0872471","AT5G20280",2.92e-29
"689","Ha412HOChr00c18127g0872511","AT5G35430",5.34e-28
"690","Ha412HOChr00c18155g0872531","AT2G39940",2.79e-35
"691","Ha412HOChr00c18157g0872541","AT3G53200",1.14e-32
"692","Ha412HOChr00c18164g0872551","AT2G25140",4.78e-61
"693","Ha412HOChr00c18185g0872561","AT1G74190",3.82e-26
"694","Ha412HOChr00c18214g0872611","AT3G26120",1.99e-19
"695","Ha412HOChr00c18316g0872661","AT1G17250",1.99e-16
"696","Ha412HOChr00c18445g0872701","AT4G32880",1.11e-51
"697","Ha412HOChr00c18584g0872791","AT4G32030",3.7e-06
"698","Ha412HOChr00c18747g0872961","AT3G11450",3.25e-44
"699","Ha412HOChr00c18794g0872991","AT5G20320",6.8e-34
"700","Ha412HOChr00c18801g0873001","AT1G58340",3.52e-41
"701","Ha412HOChr00c18950g0873081","AT2G23100",6.02e-16
"702","Ha412HOChr00c19331g0873281","AT1G72300",2.62e-49
"703","Ha412HOChr00c19351g0873311","AT1G53250",3.43e-15
"704","Ha412HOChr00c19394g0873321","AT3G23640",7.74e-51
"705","Ha412HOChr00c19589g0873411","AT5G53390",3.08e-46
"706","Ha412HOChr00c19611g0873431","AT4G17250",5.29e-18
"707","Ha412HOChr00c19649g0873461","AT5G50530",2.68e-13
"708","Ha412HOChr00c19659g0873481","AT3G06130",3.11e-32
"709","Ha412HOChr00c19922g0873601","AT2G25490",7.75e-48
"710","Ha412HOChr00c19929g0873611","AT3G05090",1.89e-43
"711","Ha412HOChr00c19971g0873651","AT3G10240",2.41e-07
"712","Ha412HOChr00c20004g0873671","AT3G23640",3.72e-31
"713","Ha412HOChr00c20021g0873681","AT1G71695",3.52e-60
"714","Ha412HOChr00c20049g0873721","AT3G01590",9.47e-15
"715","Ha412HOChr00c20050g0873731","AT4G37380",3.94e-44
"716","Ha412HOChr00c20227g0873831","AT3G16890",5.35e-56
"717","Ha412HOChr00c20314g0873921","AT1G16210",1.42e-62
"718","Ha412HOChr00c20377g0873941","AT5G60900",1.07e-49
"719","Ha412HOChr00c20465g0873991","AT2G26695",6.19e-35
"720","Ha412HOChr00c20533g0874031","AT4G13040",1.48e-10
"721","Ha412HOChr00c20638g0874081","AT4G28080",3.44e-67
"722","Ha412HOChr00c20640g0874091","AT5G49830",2.2e-36
"723","Ha412HOChr00c20854g0874281","AT5G04895",9.11e-31
"724","Ha412HOChr00c20926g0874291","AT3G48400",3.36e-17
"725","Ha412HOChr00c21038g0874371","AT1G55120",6.19e-25
"726","Ha412HOChr00c21063g0874381","AT4G32100",4.31e-13
"727","Ha412HOChr00c21309g0874491","AT1G14920",6e-22
"728","Ha412HOChr00c21339g0874511","AT1G12920",4.93e-34
"729","Ha412HOChr00c21348g0874521","AT3G23640",1.54e-50
"730","Ha412HOChr00c21803g0874811","AT5G34940",2.09e-19
"731","Ha412HOChr00c21822g0874821","AT4G19191",1.37e-33
"732","Ha412HOChr00c21906g0874871","AT2G23100",3.78e-14
"733","Ha412HOChr00c22001g0874941","AT1G12260",5.61e-09
"734","Ha412HOChr00c22048g0874991","AT2G44890",5.39e-28
"735","Ha412HOChr00c22075g0875011","AT5G63390",9.39e-36
"736","Ha412HOChr00c22167g0875081","AT3G04820",2e-21
"737","Ha412HOChr00c22169g0875091","AT2G33040",3.83e-46
"738","Ha412HOChr00c22186g0875111","AT1G61380",1.14e-11
"739","Ha412HOChr00c22216g0875161","AT5G25510",4.83e-67
"740","Ha412HOChr00c22456g0875281","AT2G25940",7.91e-46
"741","Ha412HOChr00c22614g0875321","AT5G67520",7.41e-25
"742","Ha412HOChr00c22694g0875401","AT4G39950",4.35e-27
"743","Ha412HOChr00c22744g0875461","AT4G36260",4.56e-22
"744","Ha412HOChr00c22958g0875661","AT4G39940",1.97e-22
"745","Ha412HOChr00c23182g0875871","AT2G33040",1.16e-14
"746","Ha412HOChr00c23287g0875951","AT1G62660",2.7e-61
"747","Ha412HOChr00c23549g0876171","AT5G37660",3.66e-20
"748","Ha412HOChr00c23581g0876181","AT5G02500",3.28e-24
"749","Ha412HOChr00c23626g0876241","AT1G18650",4.47e-14
"750","Ha412HOChr00c24302g0876731","AT3G28450",3.53e-25
"751","Ha412HOChr00c24408g0876831","AT1G18650",2e-30
"752","Ha412HOChr00c24434g0876881","AT5G09660",4.45e-52
"753","Ha412HOChr00c24440g0876891","AT5G02810",1.18e-15
"754","Ha412HOChr00c24466g0876901","AT2G33040",9.04e-28
"755","Ha412HOChr00c24656g0877021","AT2G25660",3.47e-35
"756","Ha412HOChr00c24775g0877091","AT5G04895",1.51e-21
"757","Ha412HOChr00c25010g0877191","AT1G13570",6.53e-12
"758","Ha412HOChr00c25053g0877241","AT5G04895",1.89e-24
"759","Ha412HOChr01g0000001","AT2G38370",1.96e-101
"760","Ha412HOChr01g0000011","AT5G01820",4.82e-174
"761","Ha412HOChr01g0000071","AT5G05170",1.88e-46
"762","Ha412HOChr01g0000081","AT5G65770",6.94e-14
"763","Ha412HOChr01g0000091","AT2G30400",8.71e-32
"764","Ha412HOChr01g0000121","AT3G51630",0
"765","Ha412HOChr01g0000131","AT3G09510",2.76e-10
"766","Ha412HOChr01g0000161","AT5G38190",4.93e-09
"767","Ha412HOChr01g0000181","AT3G51610",6.86e-115
"768","Ha412HOChr01g0000191","AT2G38510",1.45e-170
"769","Ha412HOChr01g0000211","AT2G38540",1.92e-33
"770","Ha412HOChr01g0000231","AT5G59320",4.36e-26
"771","Ha412HOChr01g0000241","AT5G59320",5.02e-28
"772","Ha412HOChr01g0000271","AT5G05280",9.26e-40
"773","Ha412HOChr01g0000281","AT3G08740",2.89e-106
"774","Ha412HOChr01g0000291","AT1G62680",1.63e-54
"775","Ha412HOChr01g0000311","AT3G56370",0
"776","Ha412HOChr01g0000321","AT2G30290",0
"777","Ha412HOChr01g0000331","AT3G26000",3.99e-19
"778","Ha412HOChr01g0000341","AT5G04700",1.11e-81
"779","Ha412HOChr01g0000351","AT1G11620",9.52e-11
"780","Ha412HOChr01g0000361","AT3G10240",2.58e-10
"781","Ha412HOChr01g0000381","AT5G04930",0
"782","Ha412HOChr01g0000391","AT5G01910",2.29e-25
"783","Ha412HOChr01g0000411","AT3G08720",0
"784","Ha412HOChr01g0000421","AT5G01930",0
"785","Ha412HOChr01g0000431","AT3G08710",7.25e-65
"786","Ha412HOChr01g0000441","AT2G38580",2.4e-33
"787","Ha412HOChr01g0000451","AT3G08670",9.32e-98
"788","Ha412HOChr01g0000471","AT1G32070",1.11e-110
"789","Ha412HOChr01g0000491","AT2G45490",2.66e-168
"790","Ha412HOChr01g0000561","AT3G08640",1.62e-124
"791","Ha412HOChr01g0000571","AT3G08600",4.06e-76
"792","Ha412HOChr01g0000581","AT5G46910",2.54e-32
"793","Ha412HOChr01g0000621","AT5G01970",9.41e-80
"794","Ha412HOChr01g0000631","AT5G01980",4.59e-37
"795","Ha412HOChr01g0000641","AT3G57880",1.09e-39
"796","Ha412HOChr01g0000651","AT4G20780",2.29e-63
"797","Ha412HOChr01g0000681","AT3G54200",8.96e-32
"798","Ha412HOChr01g0000701","AT2G38620",0
"799","Ha412HOChr01g0000711","AT3G08590",0
"800","Ha412HOChr01g0000741","AT2G38640",1.89e-71
"801","Ha412HOChr01g0000771","AT1G32010",6.71e-10
"802","Ha412HOChr01g0000801","ATMG00860",9.94e-29
"803","Ha412HOChr01g0000811","AT5G01020",0
"804","Ha412HOChr01g0000821","AT5G01015",1.87e-23
"805","Ha412HOChr01g0000831","AT2G38660",1.4e-155
"806","Ha412HOChr01g0000851","AT5G41920",5.03e-141
"807","Ha412HOChr01g0000871","AT2G39970",3.16e-134
"808","Ha412HOChr01g0000931","AT1G21070",0
"809","Ha412HOChr01g0000941","AT3G62360",0
"810","Ha412HOChr01g0000951","AT1G43980",3.46e-160
"811","Ha412HOChr01g0000981","AT3G62420",3.13e-38
"812","Ha412HOChr01g0000991","AT1G47820",4.98e-14
"813","Ha412HOChr01g0001001","AT1G02610",1.86e-50
"814","Ha412HOChr01g0001031","AT1G02680",5.35e-59
"815","Ha412HOChr01g0001041","AT3G62600",0
"816","Ha412HOChr01g0001051","AT2G47460",3.61e-69
