XRQ_gene_name	XRQ_start	XRQ_end	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm	412_gene_name	start	end	chr	XRQ_chr
HanXRQChr01g0002391	9335761	9340682	0	0	0.02	0	0	0	0	0	0	Ha412HOChr01g0002931	6820564	6825475	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002401	9342112	9346842	14.08	3.14	13.9	1.64	0.02	2.17	1.34	11.17	1.25	Ha412HOChr01g0002951	6826915	6831954	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002411	9348705	9351445	48.24	72.57	25.48	104.28	0.21	35.78	45.32	31.76	52.18	Ha412HOChr01g0002961	6833692	6836576	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002431	9353751	9360802	23.2	11.13	17.44	17.37	1.89	23.39	21.33	24.28	20.15	Ha412HOChr01g0002981	6838876	6845920	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002451	9366858	9373199	16.16	5.31	19.91	5.69	0.18	10.67	2.43	14.77	7.02	Ha412HOChr01g0003001	6849599	6858328	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002521	10569014	10572586	62.85	8.09	11.67	3.41	0.31	18.17	2.04	12.05	16	Ha412HOChr01g0007351	32033511	32037028	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002531	10572637	10577517	10.69	6.61	3.72	3.44	0	3.29	4.97	10.81	4.65	Ha412HOChr01g0007341	32028602	32033696	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002541	10891961	10895969	22.78	2.46	16.92	1.56	0.83	3.52	7.26	19.33	2.29	Ha412HOChr01g0007371	32254581	32258007	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002561	11103472	11105003	0.07	0	0.03	0.29	0	0.2	0	0.34	0.13	Ha412HOChr07g0307361	114414216	114415739	Ha412HOChr07	HanXRQChr01
HanXRQChr01g0002591	11261043	11264829	0.01	0	0.05	0	0.01	0.04	0.45	0	5.71	Ha412HOChr07g0307331	114233351	114237527	Ha412HOChr07	HanXRQChr01
HanXRQChr01g0002611	11411906	11417939	2.57	0.7	2.55	0.38	0.12	0.83	1.03	3.98	0.83	Ha412HOChr14g0639111	36014167	36020198	Ha412HOChr14	HanXRQChr01
HanXRQChr01g0002621	11425686	11440688	0.91	1.06	1.7	0.68	0.02	1.33	0.75	1.95	0.87	Ha412HOChr14g0639101	35991418	36006416	Ha412HOChr14	HanXRQChr01
HanXRQChr01g0002631	11455158	11465502	0.07	0	0.06	0.37	0	14.36	0.05	0.36	0	Ha412HOChr14g0639071	35966451	35976933	Ha412HOChr14	HanXRQChr01
HanXRQChr01g0002661	11781963	11786471	1.06	0.39	1.03	1.53	0.6	0.9	27.97	0.71	2.59	Ha412HOChr14g0639021	35632867	35637705	Ha412HOChr14	HanXRQChr01
HanXRQChr01g0002671	11788101	11796997	7.44	2.97	12.19	2.26	0.03	3.52	0.97	5.2	2.45	Ha412HOChr14g0639011	35621850	35631212	Ha412HOChr14	HanXRQChr01
HanXRQChr01g0002701	12003921	12007052	0.05	0.01	0.04	0	0	0	0	0.02	0	Ha412HOChr05g0226421	130093848	130097115	Ha412HOChr05	HanXRQChr01
HanXRQChr01g0002721	12162662	12165749	0.32	3.07	1.28	40.87	0.09	1472.03	0.34	0	18.06	Ha412HOChr11g0516991	153772248	153776097	Ha412HOChr11	HanXRQChr01
HanXRQChr01g0002751	12203012	12206365	0.03	0.35	2	1.78	0.01	0.5	0.13	1.2	0.07	Ha412HOChr01g0002421	5523669	5527024	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002771	12230404	12241198	5.4	3.27	5.96	1.38	0.03	2.37	0.39	4.44	1.54	Ha412HOChr01g0002451	5551390	5562369	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002781	12245983	12250966	8.9	12.89	5.09	8.68	0.6	9.04	10.42	13.77	6.32	Ha412HOChr01g0002461	5567649	5572624	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002791	12280214	12287445	0.39	0.28	3.51	0.51	0.02	1.2	0.35	0.49	0.37	Ha412HOChr01g0002471	5606806	5614026	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002861	12837313	12839316	0.01	0.08	0.44	0	0	0	0.5	2.24	0.29	Ha412HOChr01g0002641	6298301	6300300	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002871	12851372	12853605	0.04	0.12	0.14	0.17	0	0.19	0.02	0	0.44	Ha412HOChr01g0002631	6284128	6286281	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002881	12869286	12872199	4.71	3.69	4.43	0.37	0.02	0.01	0.18	0.3	2.02	Ha412HOChr01g0002621	6265738	6268441	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002891	12879215	12902438	0.09	0.62	0.46	0	0.18	0.08	8.03	0.33	3.13	Ha412HOChr01g0002611	6235500	6258715	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002931	13402770	13403366	0.58	1.68	0.48	0	0	3.84	0.15	0.62	0.54	Ha412HOChr01g0003481	8114670	8115519	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002971	13441913	13445617	3.06	3.32	4.67	3.3	0.15	2.05	2.75	8.37	2.55	Ha412HOChr01g0003441	7990875	7994627	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002981	13466150	13467073	0	0	0.36	0.23	0	0.24	0	0.34	0.06	Ha412HOChr01g0003421	7968331	7969254	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0002991	13476521	13478066	0.07	0.1	1.96	3.48	0	1.26	0.12	3.12	0.49	Ha412HOChr01g0003411	7958387	7959913	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003001	13478665	13486025	1.3	1.24	1.69	0.51	0.06	4.58	1.42	2.9	0.69	Ha412HOChr01g0003401	7949340	7956063	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003021	13501862	13506788	8.06	4.53	17.45	3.46	0.2	1.99	2.43	15.51	5.73	Ha412HOChr01g0003391	7867497	7871770	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003031	13518531	13519369	0.05	0	0.02	0	0.09	0	0	0	0.04	Ha412HOChr01g0003361	7843391	7844224	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003041	13536498	13541010	3.17	6.72	20.29	3.88	0.66	21.79	2.75	5.11	3.63	Ha412HOChr01g0003351	7809642	7814160	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003071	13549865	13553983	194.28	98.18	210.52	52.51	0.29	44.22	16.86	108.08	81.65	Ha412HOChr01g0003321	7796867	7800916	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003081	13588364	13589788	0.24	0.1	1.37	0	0	0.04	0.08	0.93	0.03	Ha412HOChr01g0003311	7761332	7762503	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003111	13689613	13697241	12.74	8.97	12.23	15.5	1474.51	55.93	79.24	10.84	24.84	Ha412HOChr01g0003271	7646265	7657401	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003121	13697292	13700917	14.82	5.63	31.42	5.18	0.12	5.28	4.9	54	10.2	Ha412HOChr01g0003261	7646174	7649920	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003151	13861856	13862650	0.17	0.05	0.63	0	0.01	0.52	0.81	12.35	0.08	Ha412HOChr01g0003221	7475052	7476127	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003161	13882838	13893351	5.21	1.74	3.79	2.81	0.64	3.39	6.86	10.6	3.17	Ha412HOChr01g0003211	7444210	7454782	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003181	13923966	13929344	0.18	0.08	0.28	0	0.14	0.01	0	0.28	0.01	Ha412HOChr01g0003201	7416657	7422032	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003191	13932194	13939665	6.67	0.48	4.34	0.3	0.03	0.75	0.47	3.89	1.38	Ha412HOChr01g0003191	7406113	7413807	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003201	14069659	14081071	0.16	0.21	0.37	0.17	1.66	0	12.23	0	0.7	Ha412HOChr01g0003181	7257661	7271083	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003211	14081567	14087319	0.01	0.31	0.65	1.73	0	0.24	0.31	2.74	0.43	Ha412HOChr01g0003171	7253285	7259034	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003221	14140570	14143206	0.02	0	0.02	0	5.34	0.01	35.26	0	1.14	Ha412HOChr01g0003161	7191938	7194565	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003231	14145085	14146490	7.25	6.79	22.85	3.61	0.16	1.01	3.2	21.23	5.52	Ha412HOChr01g0003141	7188490	7190121	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003241	14203644	14210071	11.06	11.26	21.29	5.73	0.4	3.4	5.95	23.97	35.84	Ha412HOChr01g0003121	7125136	7131552	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003251	14297826	14299058	3.93	13.77	10.39	41.26	0.33	12.03	68.45	4.71	9.65	Ha412HOChr02g0057711	39689997	39691354	Ha412HOChr02	HanXRQChr01
HanXRQChr01g0003261	14299700	14304060	6.83	3.86	7.28	0.73	0.12	2.19	7.73	3.72	3.42	Ha412HOChr02g0057721	39691990	39696350	Ha412HOChr02	HanXRQChr01
HanXRQChr01g0003271	14377275	14381113	0.88	0.19	1.86	0.61	0.01	0.33	10.69	1.31	0.8	Ha412HOChr02g0057731	39769570	39773404	Ha412HOChr02	HanXRQChr01
HanXRQChr01g0003311	14909900	14913083	62.26	2.05	5.46	3.44	0.05	5.3	1.31	8.8	3.09	Ha412HOChr01g0011231	52243610	52246789	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003321	14915294	14916986	1.87	3.54	8.71	1.4	0.03	0.86	0.88	3.06	2.31	Ha412HOChr01g0011241	52250367	52252101	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003351	15118127	15119639	2.26	1.75	1.77	0.46	0.59	1.38	4.02	5.54	2.15	Ha412HOChr01g0005321	13579738	13581229	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003361	15304422	15306329	31.61	11.32	13.28	12.9	0.01	8.99	9.6	59.41	13.12	Ha412HOChr01g0005341	13777266	13779172	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003371	15343299	15346720	11.08	9.7	11.05	8.67	0.13	10.12	3.9	12.54	9.35	Ha412HOChr01g0005361	13817734	13821154	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003401	15632580	15636861	0.01	0.08	0	0.38	0	0	0.04	0	0	Ha412HOChr01g0007221	31542894	31547343	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003451	15745089	15746513	0	0	0	0	0	0	0.29	0.03	0.01	Ha412HOChr01g0007181	31426782	31428207	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003471	15768016	15769804	0	0.07	0.01	0	0.01	0	0.02	0.02	0.01	Ha412HOChr04g0171601	131004684	131006500	Ha412HOChr04	HanXRQChr01
HanXRQChr01g0003491	15778694	15780239	0.03	0.1	0.04	0.07	0.01	0	0.02	0.04	0.02	Ha412HOChr04g0171621	131012112	131016908	Ha412HOChr04	HanXRQChr01
HanXRQChr01g0003501	16058626	16063581	9.8	2.05	14.03	0.73	0.36	3.25	2.02	13	8.46	Ha412HOChr01g0008911	39188512	39193463	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003521	16087638	16089103	0.76	0.54	1.16	0.86	0.72	0.36	0.36	1.59	0.33	Ha412HOChr01g0008861	39162967	39185399	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003551	16222817	16226739	3.5	2.92	24.45	4.92	0.04	2.42	3.01	9.66	4.01	Ha412HOChr01g0008831	39023811	39027877	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003561	16226790	16244272	0.33	0.59	0.56	0.52	0.06	0.37	0.38	1.42	0.63	Ha412HOChr01g0008811	39006423	39023977	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003581	16359860	16364185	2.4	1.27	4.76	0.59	0	1.21	0.19	3.37	0.97	Ha412HOChr01g0008761	38881988	38886306	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003591	16366269	16367628	1.32	0.05	1.58	1.12	0.01	5.39	1.44	21.46	1.18	Ha412HOChr01g0008751	38877168	38879818	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003601	16367679	16370563	19.09	19.57	7.49	44.14	0.08	15	5.9	11.53	22.59	Ha412HOChr01g0008741	38875970	38878886	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003611	16425673	16434575	139.14	36.84	46.93	22.65	0.12	23.94	6.37	134.43	39.42	Ha412HOChr01g0008731	38811409	38820416	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003621	16534092	16540265	2.47	2.45	3.34	2.6	0.04	2.2	1.87	3.17	1.27	Ha412HOChr01g0007551	33332051	33337950	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003641	16675929	16685278	0	0.07	0.02	0.06	0.56	0.4	2.83	0.03	0.04	Ha412HOChr01g0007501	33175434	33184779	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003651	16820384	16825168	0.36	0.34	3.36	1.51	0	1.61	0.49	3.43	4.33	Ha412HOChr01g0007491	33029596	33034356	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003661	16899767	16900783	0.01	4.11	0.48	0.62	0.01	0.03	6.31	0	0.2	Ha412HOChr01g0007481	32951119	32952135	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003671	16986733	16989085	2	1.29	68.99	4.74	0	3.72	0.78	4.46	6.24	Ha412HOChr01g0007471	32856122	32858469	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003681	16989969	16993750	66.49	31.34	48.29	20.26	2.71	29.92	37.38	68.25	45.23	Ha412HOChr01g0007461	32851466	32855228	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003701	17149261	17152686	4.66	2.11	4.66	2.88	0.13	7.27	2.69	7.58	2.52	Ha412HOChr01g0005481	14150987	14154410	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003751	17332822	17339676	7.64	2.6	5.51	2.38	0.02	3.27	1.61	20.99	4.8	Ha412HOChr01g0006851	29349963	29356720	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003761	17714356	17728555	0.1	0.1	0.54	0	0	0.17	0.05	0.52	0.16	Ha412HOChr01g0006821	28931035	28945412	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003791	18013794	18023175	34.19	26.15	24.67	28.11	0.12	19	12.38	38.8	32.94	Ha412HOChr01g0006531	22700014	22709515	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003801	18352372	18355724	58.25	17.64	53.92	26.49	0.13	20.77	6.99	30.15	108.87	Ha412HOChr01g0006501	22519249	22522592	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003821	18417985	18420366	0.02	15.36	0.34	13.77	33.33	0.1	2000.65	0.02	85.95	Ha412HOChr01g0006191	21305042	21307414	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003841	18479859	18484348	6.13	5.14	5.63	4.47	0.73	6.01	9	6.5	6.78	Ha412HOChr01g0006221	21384448	21389310	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003851	18545271	18552832	7.63	14.45	8.5	17.65	0.76	10.14	8.02	5.17	9.91	Ha412HOChr01g0006231	21486833	21494358	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003861	18579600	18583123	34.13	49.09	37.07	35.08	0.75	56.21	17.64	38.88	39.47	Ha412HOChr01g0006261	21521128	21524642	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003881	18759510	18763031	1.13	0.33	0.21	0.78	18.85	0.01	112.86	1.2	2.06	Ha412HOChr01g0006271	21703388	21706904	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003891	18800134	18801722	2.52	0.21	2.34	0.42	0	0.9	1.41	8.84	0.33	Ha412HOChr01g0006281	21744136	21745575	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003901	18830790	18833758	2.66	1.38	2.26	1.46	4.32	1.6	14.9	2.53	2.77	Ha412HOChr01g0006301	21776004	21778970	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003921	18836290	18838262	5.29	0.85	4.4	0.78	4.47	2.09	7.5	7.2	2.42	Ha412HOChr01g0006321	21781814	21783713	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003951	19009033	19026671	6.54	2.91	8.78	2.81	0.04	2.77	1.79	11.57	2.12	Ha412HOChr01g0006361	21950153	21967955	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003961	19203549	19212505	2.66	0.99	1.14	0.52	0.01	2.48	0.2	4.07	1.06	Ha412HOChr01g0006561	23089377	23098328	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0003991	19449524	19460739	4.12	2.44	8.17	1.46	0.03	0.69	0.83	6.8	1.25	Ha412HOChr01g0006591	23330275	23343428	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004001	19967815	19972682	18.3	7.07	21.44	4.14	25.57	7.65	18.41	19.87	10.13	Ha412HOChr01g0006601	24012329	24017291	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004011	20037081	20043474	13.51	8.39	14.18	7.49	0.05	7.46	2.73	18.96	6.86	Ha412HOChr01g0006621	24107137	24113547	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004061	21025485	21026297	0.54	0.39	0.98	0	0	0.5	0	1.33	0.46	Ha412HOChr01g0005761	17996829	17997638	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004071	21129426	21129866	0	1.4	0.65	0	0.08	0	1.18	0	39.62	Ha412HOChr01g0007951	34752215	34752655	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004081	21246951	21249425	0	0	0	3.22	0	73.57	0	0	0	Ha412HOChr01g0007921	34632698	34635180	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004091	21318921	21320618	0	0	0	0	0	0	0.04	0	0.01	Ha412HOChr01g0007911	34561495	34563188	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004101	21322077	21323164	0.1	0.34	0.49	0.83	0	0.32	0.12	1.74	0.18	Ha412HOChr01g0007901	34558945	34560032	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004111	21325095	21326315	0	0	0	0	11.82	0	5.91	0	0.19	Ha412HOChr01g0007891	34555794	34557014	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004131	21399695	21408663	0.58	0.43	0.14	0.08	0.41	0.49	7.62	0.73	0.68	Ha412HOChr01g0007851	34485890	34487827	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004141	21448713	21451937	39.7	14.35	36.04	12.17	0.13	20.54	3.78	27.86	30.61	Ha412HOChr01g0007841	34442440	34445659	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004151	21552875	21554864	0	0	0	0	4.7	0	0.03	0	0.04	Ha412HOChr01g0007831	34334051	34336041	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004171	21707679	21712788	55.23	17.4	35.65	17.91	0.85	24.69	31.93	48.29	42.61	Ha412HOChr01g0007811	34177147	34182270	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004201	21867093	21874396	3.31	2	5.09	1.18	0.06	3.45	1.35	4.72	1.56	Ha412HOChr01g0007741	34014771	34022073	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004211	21905033	21905927	0.46	0.53	1.39	0.29	0	0.02	0.25	1.36	0.77	Ha412HOChr01g0007721	33983799	33984688	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004221	21947941	21953969	1.89	1.23	1.33	0.47	0.05	0.86	0.93	1.75	0.92	Ha412HOChr01g0007711	33935365	33941467	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004231	22009607	22017886	0.86	1.94	1.32	2.1	2.24	1.17	5.14	2.68	1.53	Ha412HOChr01g0007691	33871525	33879793	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004241	22019172	22022916	57.77	12.3	54.7	4.48	0.97	19.18	9.88	43.03	12.44	Ha412HOChr01g0007671	33866421	33870230	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004251	22054012	22059654	25.96	21.6	22.22	14.76	0.4	29.64	31.14	18.18	22.36	Ha412HOChr01g0007661	33829644	33835337	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004301	22183470	22186637	9.49	4.98	4.16	3.34	0.06	13.59	1.22	5.23	9.86	Ha412HOChr01g0007591	33682188	33685536	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004311	22352900	22361286	1.09	6.13	7.05	1.19	0.03	3.19	0.69	0.64	1.88	Ha412HOChr01g0007581	33473297	33481809	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004321	22399674	22401630	0.81	1.1	0.64	0.87	0	2.99	0.31	0.67	0.48	Ha412HOChr01g0007571	33432466	33434723	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004331	22616049	22619736	4.46	1.7	3.47	0.18	0.1	0.08	0.48	10.16	1.16	Ha412HOChr01g0007131	31068572	31072254	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004411	23482042	23485363	257.41	151.98	108.04	21.55	0.53	0.05	13.19	265.55	27.58	Ha412HOChr01g0006991	30170973	30174316	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004421	23554583	23557498	0.1	0.05	0.58	0	0	0.02	0	0.06	0.02	Ha412HOChr01g0006981	30098470	30101379	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004471	24247792	24251265	0	0	0	0.26	10.39	0	0	0	0	Ha412HOChr01g0005511	14327736	14331240	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004501	24662529	24668362	0.37	0	0.02	1.01	0	18.25	1.36	11.11	0.21	Ha412HOChr01g0005561	14754613	14760440	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004511	24900292	24910431	3.22	5.69	4.42	2.35	0.19	5.61	4.07	5.01	4.11	Ha412HOChr01g0005601	14983277	14993572	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004561	26774718	26778665	1.99	0.7	6.79	0.84	0.14	1.11	1.3	4.1	1.26	Ha412HOChr06g0275801	97360880	97364794	Ha412HOChr06	HanXRQChr01
HanXRQChr01g0004571	26816795	26818580	0	0.12	0.07	0.17	2.65	0	13.65	0	0.36	Ha412HOChr06g0275811	97395518	97397303	Ha412HOChr06	HanXRQChr01
HanXRQChr01g0004601	26893039	26895194	5.94	1.86	2.09	1.49	0.03	0.72	0.27	2	0.97	Ha412HOChr09g0397991	124659312	124661245	Ha412HOChr09	HanXRQChr01
HanXRQChr01g0004641	27052419	27057216	4.27	0.79	3.47	1.31	0.03	0.93	1.18	6.12	0.77	Ha412HOChr01g0006181	21249049	21253849	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004651	27063669	27071390	16.38	7.62	10.07	6.35	0.08	22.53	2.69	12.17	8.51	Ha412HOChr01g0006161	21234517	21242339	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004661	27169541	27174839	3.03	0.89	5.25	1.06	0.01	2.58	0.44	4.24	1	Ha412HOChr01g0006141	21120248	21125606	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004671	27174890	27179256	2.31	0.3	27.12	1.24	0.01	1.49	2.91	21.14	5.02	Ha412HOChr01g0006131	21115869	21120353	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004721	28596462	28600964	0.17	0.55	0.43	0	0.01	0.14	0.15	0.24	0.1	Ha412HOChr01g0007141	31333021	31334611	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004771	29399691	29405670	6.64	2.85	3.82	1.41	0.16	2.62	2.46	6.2	1.91	Ha412HOChr01g0008651	38044843	38050838	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004781	29406987	29410552	5.35	5.35	12.17	3.31	0.07	1.41	2.39	14.91	3.2	Ha412HOChr01g0008631	38031439	38034994	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004871	30776168	30788667	34.59	5.9	29.26	10.91	0.66	18.15	5.5	31.22	20.88	Ha412HOChr01g0005711	17257932	17270430	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004881	30822816	30825414	2.64	0.82	2.6	0.54	0.63	2.62	1.15	3.91	2.37	Ha412HOChr01g0005771	18019563	18022153	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004891	30826123	30830709	3.74	1.06	2.15	1.25	0.09	4.25	1.96	5.78	1.63	Ha412HOChr01g0005801	18025211	18028029	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004961	31046674	31049445	0.01	0	0.24	0	0	0.05	0.07	1.31	0.03	Ha412HOChr01g0005931	18250566	18253344	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004971	31299388	31300137	41.62	43.62	21.49	13.25	0.12	5.6	3.02	33.81	13.93	Ha412HOChr01g0005981	18543265	18544212	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004981	32497267	32498847	0.02	0	0	0	0	0	0.05	0.01	0	Ha412HOChr01g0009481	42631381	42632936	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0004991	32498898	32499696	0	0	0	0	0	0	0	0.02	0	Ha412HOChr01g0009491	42633007	42633796	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005001	32752349	32755888	19.57	3.14	13.9	2.68	0.13	9.04	1.97	14.4	7.06	Ha412HOChr01g0006421	22053211	22056749	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005031	34056477	34057785	0.09	0.88	2.05	0	0	0.02	0	0	0.27	Ha412HOChr01g0006791	27074241	27075543	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005041	34257580	34259418	0.48	0.32	1.95	0.44	0	0.04	0	0.04	0.05	Ha412HOChr01g0006761	26857198	26857704	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005051	34262538	34269286	0.07	0.29	1.71	0.19	0	0.01	0	0	0	Ha412HOChr01g0006751	26847335	26854074	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005071	34310432	34315291	0.03	0.33	1	0	6.9	0.07	1.77	0.06	0.21	Ha412HOChr01g0006731	26809000	26813852	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005121	34907103	34908738	0.08	0	1.02	0.24	0.05	0.06	0.07	0.09	0.04	Ha412HOChr01g0008531	37626206	37629780	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005131	34938304	34942704	0.1	0.68	0.08	0	0	1.94	0	0	0.05	Ha412HOChr01g0008521	37594029	37598435	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005141	35021556	35027574	0.09	0.09	0.09	0.35	0	0.07	1.58	39.14	0.01	Ha412HOChr01g0008511	37503202	37509332	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005171	35227790	35246277	11.36	6.58	4.4	8.1	1.05	8.05	9.11	7.09	5.07	Ha412HOChr01g0010661	49490465	49508950	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005181	35359913	35362694	24.93	13.18	23.74	8.88	0.07	44.48	3.78	75.49	9.68	Ha412HOChr01g0010671	49622685	49625460	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005191	35389098	35391064	0.05	0	0	0	0.53	0	2.55	0	0.06	Ha412HOChr01g0010681	49652564	49654512	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005201	35850790	35852454	0.02	0	0.2	0	0.08	0.02	1.1	0.65	0.05	Ha412HOChr01g0006051	19974464	19976124	Ha412HOChr01	HanXRQChr01
HanXRQChr01g0005261	36113620	36117391	0.24	0	0.01	0	0	0	0	0	0.19	Ha412HOChr01g0004611	11498733	11501332	Ha412HOChr01	HanXRQChr01
